Athlete,Year,Event,Event Type,Final/Heat,Country,Age,gender,Rank,Lane,100m,100m CT,RT
Category_3,28,Category_5,World Cup,SF,Category_1,17.213,m,34.857,6.229,29.484,Category_2,0.648
Category_1,20,Category_5,World Championships,F,Category_2,16.872,m,-35.688,4.258,26.211,Category_7,0.709
Category_1,29,Category_4,Series,SF,Category_3,25.074,m,-43.336,6.66,31.624,Category_5,0.652
Category_5,30,Category_4,25m,SF,Category_9,13.591,m,41.201,5.863,26.745,Category_1,0.617
Category_6,24,Category_4,World Championships,SF,Category_5,21.147,m,23.848,1.679,29.423,Category_2,0.71
Category_3,32,Category_4,Series,SF,Category_2,22.569,m,19.444,3.312,27.576,Category_3,0.692
Category_9,24,Category_4,Junior,H,Category_5,18.418,m,43.72,5.73,26.068,Category_6,0.638
Category_5,25,Category_5,Olympic,F,Category_5,19.482,m,10.219,3.301,22.557,Category_1,0.716
Category_8,22,Category_2,Junior,F,Category_1,20.253,m,24.928,6.28,24.139,Category_8,0.62
Category_1,31,Category_2,Olympic,H,Category_3,23.046,m,19.676,7.639,29.409,Category_2,0.683
Category_5,21,Category_9,Youth Olympic,SF,Category_5,26.755,m,57.9,4.708,28.483,Category_5,0.589
Category_3,27,Category_2,Olympic,SF,Category_9,15.106,m,-21.295,3.281,28.135,Category_8,0.647
Category_1,32,Category_6,Youth Olympic,SF,Category_1,16.63,m,13.987,3.001,30.232,Category_5,0.627
Category_4,30,Category_2,25m,F,Category_8,16.838,m,63.753,3.877,24.705,Category_8,0.608
Category_5,25,Category_5,Youth Olympic,F,Category_1,20.369,m,8.55,3.704,25.812,Category_6,0.666
Category_7,26,Category_4,World Championships,F,Category_9,18.767,m,35.969,6.904,25.959,Category_7,0.679
Category_1,33,Category_7,Youth Olympic,F,Category_6,23.179,m,80.361,3.329,23.921,Category_8,0.692
Category_3,33,Category_7,World Championships,F,Category_1,17.705,m,37.071,4.341,25.098,Category_3,0.665
Category_2,24,Category_6,Series,H,Category_8,16.746,m,93.856,6.696,24.502,Category_5,0.684
Category_9,31,Category_5,Series,F,Category_5,17.263,m,72.638,3.961,23.416,Category_7,0.614
Category_6,31,Category_1,Olympic,SF,Category_7,20.9,m,13.863,3.68,24.885,Category_9,0.625
Category_3,21,Category_3,Olympic,F,Category_7,24.41,m,-3.68,6.922,26.698,Category_6,0.664
Category_8,32,Category_9,Olympic,H,Category_7,20.237,m,15.231,7.633,30.741,Category_1,0.625
Category_8,20,Category_1,Youth Olympic,SF,Category_6,18.112,m,43.421,4.869,24.618,Category_8,0.665
Category_2,22,Category_5,Olympic,H,Category_8,16.155,m,42.453,8.867,29.184,Category_6,0.635
Category_6,18,Category_2,Youth Olympic,SF,Category_9,26.469,m,51.571,5.183,27.324,Category_1,0.657
Category_7,20,Category_4,Youth Olympic,F,Category_2,13.135,m,6.021,6.934,27.795,Category_4,0.59
Category_2,32,Category_1,World Cup,H,Category_7,19.651,m,10.236,9.593,27.157,Category_6,0.588
Category_2,25,Category_3,World Cup,SF,Category_2,23.482,m,48.534,3.225,22.797,Category_1,0.632
Category_1,21,Category_7,Youth Olympic,F,Category_6,19.594,m,89.57,3.49,24.547,Category_5,0.605
Category_8,19,Category_3,Series,SF,Category_2,18.078,m,1.106,6.745,28.093,Category_3,0.547
Category_1,27,Category_4,World Championships,H,Category_6,22.638,m,30.458,4.379,26.942,Category_7,0.686
Category_9,21,Category_2,25m,H,Category_2,15.895,m,22.225,2.455,23.251,Category_8,0.708
Category_6,20,Category_3,Junior,H,Category_1,13.218,m,36.698,3.914,26.367,Category_3,0.704
Category_7,19,Category_9,World Cup,H,Category_7,21.882,m,-1.767,1.288,28.134,Category_3,0.658
Category_7,34,Category_3,Youth Olympic,F,Category_3,16.303,m,35.057,4.835,24.106,Category_3,0.657
Category_3,30,Category_5,Junior,SF,Category_4,20.966,m,67.507,5.176,25.976,Category_6,0.669
Category_2,22,Category_2,World Cup,F,Category_6,19.911,m,-13.993,7.448,30.154,Category_6,0.635
Category_9,26,Category_4,25m,H,Category_5,21.501,m,61.068,7.684,28.127,Category_3,0.582
Category_8,23,Category_7,World Championships,SF,Category_4,19.482,m,-1.7,3.993,30.303,Category_6,0.718
Category_7,22,Category_7,Youth Olympic,H,Category_9,22.703,m,39.928,9.969,26.02,Category_9,0.665
Category_9,27,Category_3,25m,F,Category_6,17.51,m,46.537,2.128,29.202,Category_8,0.662
Category_4,25,Category_5,Series,F,Category_6,23.654,m,43.281,1.324,24.591,Category_7,0.65
Category_4,24,Category_1,World Cup,F,Category_2,15.383,m,22.979,1.713,28.653,Category_7,0.691
Category_1,24,Category_1,Youth Olympic,SF,Category_6,25.273,m,51.513,1.888,25.282,Category_8,0.659
Category_8,23,Category_5,Junior,SF,Category_7,28.91,m,-3.486,6.643,27.839,Category_7,0.643
Category_3,20,Category_9,Series,H,Category_8,20.868,m,58.734,8.92,27.949,Category_3,0.649
Category_7,32,Category_1,Series,SF,Category_8,26.914,m,19.21,9.021,28.343,Category_8,0.667
Category_2,21,Category_1,Olympic,SF,Category_9,27.987,m,41.758,0.13,24.642,Category_8,0.613
Category_2,29,Category_4,World Championships,F,Category_3,19.093,m,22.465,6.886,27.532,Category_1,0.728
Category_7,23,Category_4,Series,H,Category_7,20.619,m,76.426,8.538,26.896,Category_5,0.637
Category_6,21,Category_2,World Cup,F,Category_7,17.053,m,45.099,7.234,29.578,Category_5,0.629
Category_3,32,Category_9,World Championships,H,Category_1,17.319,m,51.233,3.213,25.445,Category_1,0.648
Category_9,26,Category_9,Youth Olympic,H,Category_8,21.385,m,55.096,5.189,23.992,Category_6,0.705
Category_6,22,Category_2,Olympic,SF,Category_4,13.653,m,25.629,2.429,23.252,Category_6,0.652
Category_6,30,Category_9,25m,F,Category_5,23.875,m,40.82,6.616,26.218,Category_4,0.717
Category_1,22,Category_6,World Championships,SF,Category_6,21.113,m,37.268,1.167,25.91,Category_6,0.65
Category_4,33,Category_8,Junior,SF,Category_3,23.24,m,51.009,6.464,26.186,Category_6,0.601
Category_6,31,Category_4,World Cup,SF,Category_5,19.668,m,19.767,3.024,26.196,Category_1,0.627
Category_6,33,Category_2,Junior,H,Category_5,23.204,m,12.29,5.67,29.884,Category_5,0.634
Category_5,32,Category_2,World Championships,F,Category_1,21.446,m,66.391,4.15,26.521,Category_2,0.694
Category_1,21,Category_9,Olympic,F,Category_3,22.52,m,55.071,3.886,29.31,Category_7,0.644
Category_8,24,Category_1,25m,SF,Category_3,24.152,m,8.486,7.108,27.68,Category_9,0.612
Category_5,33,Category_7,25m,H,Category_1,15.187,m,87.03,8.536,24.85,Category_9,0.6
Category_5,25,Category_3,Junior,F,Category_7,17.512,m,16.162,2.643,26.86,Category_9,0.582
Category_7,34,Category_3,Youth Olympic,F,Category_1,29.999,m,35.931,5.234,30.214,Category_7,0.783
Category_4,33,Category_2,Youth Olympic,SF,Category_7,21.279,m,66.015,2.097,29.056,Category_7,0.631
Category_6,27,Category_6,Olympic,H,Category_4,13.318,m,65.741,3.639,29.465,Category_1,0.684
Category_4,27,Category_2,25m,SF,Category_9,13.341,m,12.322,2.983,27.943,Category_6,0.61
Category_3,19,Category_4,Junior,F,Category_7,20.111,m,47.351,1.671,25.8,Category_5,0.72
Category_7,26,Category_9,Junior,H,Category_5,18.257,m,23.645,7.385,30.42,Category_8,0.626
Category_8,34,Category_9,Junior,SF,Category_7,17.085,m,44.553,5.029,28.062,Category_8,0.748
Category_4,28,Category_6,World Championships,F,Category_9,27.841,m,28.933,3.427,28.873,Category_4,0.753
Category_2,27,Category_4,Olympic,SF,Category_6,18.894,m,20.994,4.631,27.078,Category_1,0.614
Category_3,34,Category_7,Youth Olympic,SF,Category_1,23.818,m,4.962,7.723,24.587,Category_6,0.72
Category_1,21,Category_1,Youth Olympic,SF,Category_6,21.456,m,66.487,7.307,27.703,Category_1,0.749
Category_8,33,Category_4,World Championships,H,Category_1,19.201,m,11.224,6.15,30.537,Category_5,0.593
Category_3,32,Category_5,World Cup,F,Category_4,15.697,m,74.6,3.125,28.605,Category_5,0.598
Category_7,22,Category_8,World Championships,F,Category_8,23.604,m,24.116,5.069,28.05,Category_3,0.571
Category_5,23,Category_2,Olympic,F,Category_5,10.721,m,46.418,2.086,24.965,Category_5,0.622
Category_5,34,Category_5,Junior,F,Category_5,24.024,m,76.631,4.559,30.165,Category_6,0.619
Category_7,18,Category_6,World Championships,H,Category_8,21.047,m,20.197,7.185,29.781,Category_5,0.649
Category_9,21,Category_5,Junior,SF,Category_8,22.981,m,46.051,7.641,22.953,Category_1,0.607
Category_5,34,Category_9,Olympic,F,Category_1,20.453,m,46.686,3.19,28.868,Category_7,0.695
Category_1,26,Category_1,Series,H,Category_5,15.314,m,13.436,6.826,26.297,Category_3,0.666
Category_1,19,Category_3,Olympic,SF,Category_5,22.083,m,38.9,6.32,27.478,Category_7,0.683
Category_2,25,Category_2,25m,H,Category_8,23.934,m,53.87,4.181,25.058,Category_5,0.711
Category_6,32,Category_3,Junior,H,Category_1,18.439,m,81.263,6.613,27.105,Category_3,0.676
Category_9,24,Category_9,Youth Olympic,F,Category_7,23.141,m,20.646,7.797,24.441,Category_6,0.654
Category_8,23,Category_9,World Championships,F,Category_7,21.648,m,42.442,6.871,25.089,Category_1,0.628
Category_5,18,Category_2,Series,SF,Category_9,22.285,m,28.892,2.178,27.971,Category_6,0.705
Category_1,32,Category_3,Olympic,SF,Category_2,16.865,m,38.072,4.089,25.19,Category_4,0.677
Category_7,24,Category_4,Junior,F,Category_3,25.726,m,15.579,5.759,27.777,Category_4,0.674
Category_5,34,Category_9,Series,H,Category_4,21.646,m,27.69,2.794,27.081,Category_5,0.637
Category_6,19,Category_3,World Cup,F,Category_1,23.863,m,76.028,8.614,32.039,Category_9,0.678
Category_7,26,Category_7,25m,SF,Category_7,18.815,m,36.184,5.547,25.43,Category_1,0.629
Category_3,26,Category_3,World Cup,H,Category_3,24.486,m,34.713,3.657,26.108,Category_3,0.678
Category_3,30,Category_7,Olympic,H,Category_3,18.675,m,8.113,3.503,25.278,Category_4,0.653
Category_5,23,Category_7,World Cup,H,Category_3,16.731,m,63.789,3.061,29.961,Category_2,0.697
Category_6,23,Category_9,World Cup,F,Category_8,27.753,m,56.797,6.514,27.074,Category_9,0.605
Category_9,20,Category_2,25m,F,Category_9,10.604,m,36.179,6.807,26.489,Category_7,0.667
Category_5,34,Category_6,25m,SF,Category_2,32.792,m,86.998,3.138,28.522,Category_1,0.696
Category_1,34,Category_9,25m,H,Category_1,23.325,m,17.275,8.395,24.943,Category_9,0.668
Category_4,29,Category_2,Series,H,Category_9,19.119,m,2.672,3.821,23.913,Category_6,0.601
Category_5,33,Category_2,25m,F,Category_6,21.77,m,29.813,2.81,27.464,Category_2,0.631
Category_5,32,Category_5,World Cup,SF,Category_9,23.327,m,8.261,5.951,27.195,Category_1,0.721
Category_7,30,Category_8,Youth Olympic,SF,Category_6,19.046,m,39.428,1.818,25.235,Category_6,0.661
Category_4,18,Category_9,Youth Olympic,H,Category_2,28.842,m,34.63,1.41,27.617,Category_7,0.628
Category_1,34,Category_2,25m,F,Category_1,26.527,m,65.562,2.425,30.878,Category_6,0.721
Category_5,20,Category_5,Series,H,Category_8,31.704,m,19.477,2.839,27.818,Category_7,0.734
Category_7,32,Category_7,World Championships,F,Category_3,15.367,m,42.045,6.622,22.517,Category_6,0.612
Category_6,21,Category_6,Junior,SF,Category_1,21.312,m,37.84,1.58,29.933,Category_8,0.642
Category_5,21,Category_6,Olympic,H,Category_8,14.682,m,56.384,5.683,31.182,Category_2,0.649
Category_4,34,Category_7,Series,H,Category_1,15.905,m,0.148,6.848,27.996,Category_9,0.688
Category_2,28,Category_3,World Championships,H,Category_8,19.071,m,6.812,8.335,27.215,Category_9,0.656
Category_4,20,Category_3,Olympic,SF,Category_1,19.146,m,15.947,3.562,23.465,Category_9,0.67
Category_3,25,Category_9,World Championships,H,Category_9,21.952,m,1.467,3.757,24.953,Category_7,0.658
Category_1,31,Category_8,World Championships,SF,Category_9,19.963,m,50.075,9.793,26.172,Category_9,0.763
Category_8,18,Category_5,Youth Olympic,F,Category_9,23.731,m,50.349,8.109,25.239,Category_1,0.69
Category_5,31,Category_6,Junior,SF,Category_3,21.741,m,63.819,4.098,25.73,Category_3,0.651
Category_4,19,Category_1,World Championships,F,Category_4,27.238,m,28.358,7.6,27.111,Category_2,0.652
Category_8,21,Category_1,25m,SF,Category_5,23.85,m,19.286,5.384,25.348,Category_1,0.686
Category_7,23,Category_4,Olympic,SF,Category_6,15.543,m,5.398,4.815,30.157,Category_5,0.622
Category_2,18,Category_2,Series,H,Category_9,19.819,m,69.879,10.894,27.004,Category_1,0.677
Category_1,34,Category_7,Youth Olympic,SF,Category_4,20.098,m,26.166,7.423,27.942,Category_3,0.672
Category_4,25,Category_2,Olympic,H,Category_6,22.241,m,11.738,9.425,27.953,Category_6,0.626
Category_8,18,Category_2,25m,F,Category_1,24.87,m,54.032,2.157,27.676,Category_6,0.561
Category_2,22,Category_5,25m,F,Category_2,21.59,m,22.815,9.205,26.945,Category_3,0.587
Category_3,33,Category_4,World Championships,H,Category_8,22.813,m,1.965,4.389,29.022,Category_4,0.654
Category_1,23,Category_8,25m,F,Category_4,15.728,m,7.684,4.357,29.48,Category_7,0.705
Category_1,25,Category_4,Junior,SF,Category_7,18.521,m,35.126,5.735,22.34,Category_6,0.644
Category_3,30,Category_6,25m,H,Category_4,12.509,m,1.812,6.037,23.706,Category_2,0.703
Category_5,33,Category_5,World Championships,H,Category_9,22.25,m,30.081,7.375,25.657,Category_9,0.648
Category_3,20,Category_2,Olympic,H,Category_9,23.903,m,7.758,6.952,24.408,Category_6,0.617
Category_1,29,Category_8,25m,F,Category_4,14.964,m,5.431,3.165,25.238,Category_2,0.607
Category_1,33,Category_2,Youth Olympic,F,Category_8,21.077,m,18.554,2.319,25.854,Category_7,0.623
Category_8,28,Category_9,Series,SF,Category_6,19.998,m,37.096,4.303,26.281,Category_4,0.671
Category_2,27,Category_9,Youth Olympic,SF,Category_1,27.407,m,41.686,4.741,23.588,Category_1,0.662
Category_3,21,Category_3,Youth Olympic,H,Category_7,16.72,m,59.014,4.994,25.938,Category_9,0.653
Category_2,29,Category_4,Olympic,SF,Category_1,24.22,m,10.099,8.143,29.946,Category_8,0.655
Category_3,19,Category_8,World Cup,F,Category_3,25.151,m,72.398,5.229,26.293,Category_5,0.714
Category_7,22,Category_9,Series,SF,Category_8,19.614,m,110.485,11.274,28.133,Category_3,0.749
Category_1,25,Category_3,Youth Olympic,F,Category_9,21.631,m,20.502,8.338,26.695,Category_4,0.631
Category_8,24,Category_5,Youth Olympic,SF,Category_3,24.879,m,-18.095,4.032,27.092,Category_3,0.656
Category_2,31,Category_8,World Cup,F,Category_1,15.872,m,-17.362,0.399,26.589,Category_8,0.61
Category_3,20,Category_3,Olympic,F,Category_1,18.654,m,18.3,10.66,28.463,Category_5,0.664
Category_9,33,Category_7,Series,SF,Category_7,21.192,m,12.647,4.078,25.05,Category_8,0.65
Category_7,33,Category_8,Youth Olympic,SF,Category_5,28.961,m,32.68,7.064,27.215,Category_1,0.674
Category_4,25,Category_3,World Championships,F,Category_1,18.767,m,47.095,3.13,25.583,Category_9,0.704
Category_5,18,Category_2,Olympic,H,Category_6,19.31,m,-4.312,8.714,28.304,Category_3,0.61
Category_2,34,Category_7,Series,SF,Category_6,26.823,m,27.619,6.864,24.424,Category_1,0.655
Category_8,29,Category_9,Youth Olympic,F,Category_4,23.164,m,18.037,2.095,28.261,Category_3,0.652
Category_4,28,Category_1,Youth Olympic,SF,Category_7,29.452,m,90.849,-0.043,27.297,Category_2,0.672
Category_9,22,Category_3,World Cup,SF,Category_7,24.945,m,-7.048,5.239,24.082,Category_7,0.727
Category_5,29,Category_5,Series,SF,Category_9,19.817,m,10.793,6.0,30.651,Category_4,0.635
Category_9,34,Category_3,World Championships,SF,Category_1,19.228,m,33.494,6.654,28.059,Category_7,0.692
Category_4,23,Category_1,Olympic,SF,Category_5,17.009,m,10.986,2.858,24.473,Category_3,0.739
Category_5,18,Category_7,25m,H,Category_3,15.021,m,64.995,3.188,27.183,Category_6,0.627
Category_9,22,Category_7,Junior,H,Category_7,21.831,m,3.314,0.117,23.265,Category_7,0.671
Category_8,31,Category_8,World Championships,H,Category_4,23.015,m,6.294,3.414,23.101,Category_7,0.671
Category_3,22,Category_5,25m,F,Category_4,23.514,m,67.466,0.754,29.452,Category_5,0.606
Category_1,18,Category_5,World Championships,H,Category_1,19.91,m,-1.585,3.018,24.223,Category_6,0.69
Category_3,33,Category_5,Series,H,Category_1,28.407,m,56.443,5.583,28.559,Category_3,0.715
Category_4,26,Category_1,25m,F,Category_2,14.8,m,19.567,5.548,29.388,Category_4,0.635
Category_2,22,Category_5,Series,H,Category_2,14.332,m,14.818,3.113,24.695,Category_6,0.651
Category_1,19,Category_6,25m,SF,Category_1,17.03,m,17.984,5.445,31.38,Category_3,0.586
Category_7,32,Category_1,World Championships,H,Category_8,20.446,m,0.43,8.417,27.044,Category_7,0.712
Category_8,24,Category_7,World Cup,H,Category_6,15.882,m,58.519,4.089,26.947,Category_3,0.703
Category_7,21,Category_1,World Championships,H,Category_6,25.994,m,36.431,1.622,24.664,Category_9,0.622
Category_5,18,Category_2,Series,SF,Category_9,17.364,m,58.058,6.711,24.703,Category_4,0.627
Category_1,30,Category_2,World Championships,SF,Category_5,16.625,m,66.234,7.466,22.055,Category_2,0.647
Category_7,24,Category_5,25m,SF,Category_4,24.787,m,48.033,3.058,25.147,Category_6,0.722
Category_7,32,Category_7,Junior,SF,Category_6,21.279,m,-9.088,3.076,29.386,Category_9,0.661
Category_9,31,Category_1,25m,F,Category_8,23.668,m,4.764,-0.113,24.62,Category_2,0.671
Category_3,27,Category_1,Youth Olympic,SF,Category_1,20.224,m,56.911,3.639,24.81,Category_4,0.671
Category_9,26,Category_1,World Championships,SF,Category_7,21.546,m,34.123,2.5,24.035,Category_5,0.726
Category_1,25,Category_6,Olympic,SF,Category_8,14.49,m,51.166,1.021,23.871,Category_9,0.648
Category_1,27,Category_2,World Championships,SF,Category_9,19.809,m,29.985,3.875,28.778,Category_7,0.658
Category_4,34,Category_1,World Cup,F,Category_8,16.085,m,20.223,4.762,24.191,Category_5,0.717
Category_9,19,Category_6,Series,H,Category_7,28.508,m,51.202,4.312,26.554,Category_6,0.717
Category_6,23,Category_2,Olympic,H,Category_3,25.77,m,-16.956,3.976,26.066,Category_9,0.618
Category_3,22,Category_6,25m,SF,Category_2,17.715,m,23.373,8.531,28.929,Category_4,0.577
Category_1,26,Category_8,World Cup,SF,Category_3,19.562,m,34.437,5.532,25.017,Category_2,0.664
Category_4,22,Category_2,World Championships,SF,Category_4,19.757,m,38.512,6.378,25.901,Category_5,0.693
Category_9,26,Category_9,25m,H,Category_4,29.334,m,-4.553,9.237,24.458,Category_7,0.679
Category_3,34,Category_8,25m,H,Category_6,22.061,m,-3.368,7.207,25.445,Category_4,0.637
Category_9,34,Category_1,Youth Olympic,SF,Category_7,18.651,m,21.269,4.1,24.875,Category_1,0.748
Category_7,29,Category_7,Youth Olympic,H,Category_4,21.028,m,30.735,0.208,26.526,Category_8,0.617
Category_4,24,Category_6,Junior,F,Category_6,14.062,m,77.084,3.859,30.334,Category_5,0.603
Category_3,20,Category_6,Youth Olympic,SF,Category_9,20.116,m,7.38,8.361,26.397,Category_2,0.716
Category_5,27,Category_6,Series,SF,Category_6,15.949,m,18.405,7.189,29.405,Category_3,0.646
Category_5,19,Category_6,Olympic,F,Category_3,12.776,m,78.128,3.869,28.903,Category_5,0.741
Category_3,20,Category_7,25m,F,Category_1,28.641,m,63.018,4.58,26.749,Category_4,0.653
Category_9,33,Category_3,Youth Olympic,H,Category_5,20.309,m,0.618,5.089,28.939,Category_9,0.647
Category_4,19,Category_6,Junior,F,Category_3,17.229,m,51.884,3.256,27.345,Category_9,0.687
Category_5,27,Category_3,World Championships,SF,Category_8,13.399,m,56.38,3.404,23.724,Category_8,0.703
Category_4,23,Category_7,Olympic,H,Category_1,19.506,m,38.141,3.175,26.757,Category_2,0.761
Category_5,28,Category_7,Youth Olympic,F,Category_2,19.804,m,-1.078,5.988,27.291,Category_5,0.703
Category_7,24,Category_8,25m,H,Category_3,23.587,m,15.472,2.172,30.688,Category_8,0.712
Category_9,32,Category_2,World Championships,H,Category_3,16.474,m,14.542,8.328,24.809,Category_8,0.639
Category_7,23,Category_9,Series,H,Category_8,18.213,m,47.686,4.759,27.84,Category_7,0.707
Category_5,26,Category_5,25m,H,Category_5,16.595,m,20.23,2.049,24.156,Category_4,0.693
Category_7,29,Category_9,World Championships,F,Category_8,19.519,m,24.947,7.303,30.208,Category_3,0.638
Category_5,20,Category_5,Series,SF,Category_6,12.175,m,15.286,8.472,29.511,Category_8,0.603
Category_3,32,Category_7,Series,SF,Category_2,17.094,m,-12.115,12.516,24.226,Category_8,0.624
Category_7,19,Category_9,Olympic,F,Category_4,23.027,m,106.88,8.153,30.64,Category_5,0.641
Category_2,19,Category_4,25m,SF,Category_9,15.351,m,44.072,2.617,29.192,Category_3,0.656
